49.0193597,8.4418242
49.019355,8.4418359
49.0193504,8.4418476
49.0193457,8.44185929
49.0193411,8.44187099
49.0193364,8.44188268
49.0193355,8.4418849
49.0194082,8.4416868
49.019404,8.44169886
49.0193997,8.44171091
49.0193954,8.44172296
49.0193912,8.44173501
49.0193869,8.44174706
49.0193827,8.44175911
49.0193784,8.44177116
49.0193742,8.44178321
49.0193699,8.44179526
49.0193657,8.44180732
49.0193614,8.44181937
49.0193597,8.4418242
49.0194642,8.441562
49.0194591,8.4415733
49.0194541,8.4415846
49.019449,8.4415959
49.0194439,8.4416072
49.0194389,8.44161849
49.0194338,8.44162979
49.0194287,8.44164109
49.0194236,8.44165239
49.0194186,8.44166369
49.0194135,8.44167498
49.0194084,8.44168628
49.0194082,8.4416868
49.0195876,8.4412663
49.0195828,8.44127785
49.019578,8.4412894
49.0195731,8.44130095
49.0195683,8.4413125
49.0195635,8.44132405
49.0195587,8.4413356
49.0195539,8.44134714
49.019549,8.44135869
49.0195442,8.44137024
49.0195394,8.44138179
49.0195346,8.44139334
49.0195298,8.44140489
49.019525,8.44141643
49.0195201,8.44142798
49.0195153,8.44143953
49.0195105,8.44145108
49.0195057,8.44146263
49.0195009,8.44147418
49.019496,8.44148573
49.0194912,8.44149727
49.0194864,8.44150882
49.0194816,8.44152037
49.0194768,8.44153192
49.0194719,8.44154347
49.0194671,8.44155502
49.0194642,8.441562
49.0195893,8.4412622
49.0195876,8.4412663
49.0196023,8.4412303
49.0195976,8.44124193
49.0195928,8.44125356
49.0195893,8.4412622
49.0196628,8.4410819
49.0196581,8.44109353
49.0196533,8.44110515
49.0196486,8.44111678
49.0196438,8.4411284
49.0196391,8.44114003
49.0196344,8.44115165
49.0196296,8.44116328
49.0196249,8.4411749
49.0196202,8.44118653
49.0196154,8.44119815
49.0196107,8.44120978
49.0196059,8.4412214
49.0196023,8.4412303
49.0196741,8.4410541
49.0196694,8.44106574
49.0196646,8.44107737
49.0196628,8.4410819
49.0183293,8.439486
49.0183378,8.43949052
49.0183463,8.43949504
49.0183548,8.43949955
49.0183633,8.43950407
49.0183718,8.43950859
49.0183802,8.4395131
49.0183887,8.43951762
49.0183972,8.43952214
49.0184057,8.43952665
49.0184107,8.4395293
49.0184192,8.43953381
49.0184277,8.43953831
49.0184362,8.43954281
49.0184447,8.43954731
49.0184507,8.4395505
49.0184587,8.43955662
49.0184668,8.43956274
49.0184748,8.43956886
49.0184829,8.43957498
49.0184909,8.43958109
49.0184937,8.4395832
49.0185172,8.4415518
49.018523,8.4415622
49.0185289,8.4415726
49.0185347,8.44158301
49.0185406,8.44159341
49.0185464,8.44160381
49.0185523,8.44161421
49.0185581,8.44162461
49.0185639,8.44163501
49.0185698,8.44164541
49.0185756,8.44165581
49.0185815,8.44166621
49.0185873,8.44167661
49.0185931,8.44168701
49.018599,8.44169741
49.0186048,8.44170781
49.0186107,8.44171821
49.0186165,8.44172861
49.0186224,8.44173901
49.0186282,8.44174941
49.018634,8.44175981
49.0186399,8.44177021
49.0186457,8.44178061
49.0186516,8.44179101
49.0186574,8.44180141
49.0186632,8.44181181
49.0186691,8.44182221
49.0186749,8.44183261
49.0186808,8.44184301
49.0186866,8.44185341
49.0186925,8.44186381
49.0186983,8.44187421
49.0187041,8.44188461
49.01871,8.44189501
49.0187158,8.44190541
49.0187217,8.44191582
49.0187275,8.44192622
49.0187333,8.44193662
49.0187392,8.44194702
49.018745,8.44195742
49.0187509,8.44196782
49.0187567,8.44197822
49.0187626,8.44198862
49.0187684,8.44199902
49.0187742,8.44200942
49.0187801,8.44201982
49.0187859,8.44203022
49.0187918,8.44204062
49.0187976,8.44205102
49.0188034,8.44206142
49.0188093,8.44207182
49.0188104,8.4420738
49.0188164,8.44208396
49.0188225,8.44209411
49.0188285,8.44210426
